Subject,Action,Object,Exception-Condition,Resource-Usage,Time-stamp,flag
User1,Execute,GChrome.exe,1,107.31,2016:04:13:17:47:14,normal
User2,Execute,notepad.exe,1,12.07,2016:04:13:17:50:30,normal
User2,Delete,File3,1,1.7,2016:04:13:17:51:12,normal
User4,Copy,File2,1,32.97,2016:04:13:17:54:35,normal
User4,Delete,File2,1,35.02,2016:04:13:17:55:35,normal
User1,Execute,wmp.exe,1,115.59,2016:04:13:17:56:32,normal
User5,Write,File1,1,44.12,2016:04:13:17:59:41,normal
User2,Execute,GChrome.exe,1,119.75,2016:04:13:18:04:56,normal
User4,Execute,wmp.exe,1,119.19,2016:04:13:18:05:39,normal
User4,Execute,ps.exe,1,57.25,2016:04:13:18:08:39,normal
User2,Execute,wmp.exe,1,117.8,2016:04:13:18:11:19,normal
User2,Write,SharedFile6,1,6.67,2016:04:13:18:12:08,normal
User5,Execute,GChrome.exe,1,99.88,2016:04:13:18:13:57,normal
User1,Execute,ps.exe,1,60.93,2016:04:13:18:17:32,normal
User2,Execute,wmp.exe,1,117.93,2016:04:13:18:20:28,normal
User3,Read,File1,1,43.25,2016:04:13:18:22:42,normal
User5,Execute,GChrome.exe,1,122.77,2016:04:13:18:23:12,normal
User5,Execute,GChrome.exe,1,112.94,2016:04:13:18:26:17,normal
User3,Delete,File3,1,1.16,2016:04:13:18:28:42,normal
User5,Execute,cmd.exe,1,1.72,2016:04:13:18:31:38,normal
User4,Execute,wmp.exe,1,113.03,2016:04:13:18:34:20,normal
User4,Execute,notepad.exe,1,11.37,2016:04:13:18:35:52,normal
User2,Copy,SharedFile5,1,15.93,2016:04:13:18:36:28,normal
User5,Execute,notepad.exe,1,10.48,2016:04:13:18:37:36,normal
User5,Read,File1,1,38.05,2016:04:13:18:38:01,normal
User1,Execute,cmd.exe,1,1.1,2016:04:13:18:40:36,normal
User2,Copy,File1,1,49.39,2016:04:13:18:41:16,normal
User4,Execute,cmd.exe,1,2.5,2016:04:13:18:42:22,normal
User1,Execute,ps.exe,1,60.02,2016:04:13:18:43:08,normal
User3,Delete,File1,1,36.12,2016:04:13:18:45:32,normal
User3,Execute,GChrome.exe,1,108.06,2016:04:13:18:48:17,normal
User3,Write,File2,1,20.44,2016:04:13:18:51:05,normal
User2,Execute,cmd.exe,1,2.79,2016:04:13:18:52:21,normal
User4,Execute,cmd.exe,1,1.79,2016:04:13:18:53:33,normal
User3,Execute,ps.exe,1,129.76,2016:04:13:18:54:16,normal
User4,Execute,wmp.exe,1,113.72,2016:04:13:18:56:22,normal
User4,Execute,wmp.exe,1,115.54,2016:04:13:18:57:29,normal
User2,Cut,File1,1,40.86,2016:04:13:18:59:39,normal
User3,Write,File1,1,45.64,2016:04:13:19:00:18,normal
User3,Execute,notepad.exe,1,9.66,2016:04:13:19:03:35,normal
User1,Write,File2,1,22.64,2016:04:13:19:05:45,normal
User2,Execute,GChrome.exe,1,114.44,2016:04:13:19:08:23,normal
User3,Execute,GChrome.exe,1,108.62,2016:04:13:19:09:44,normal
User3,Execute,ps.exe,1,81.73,2016:04:13:19:10:45,normal
User3,Execute,ps.exe,1,104.76,2016:04:13:19:13:32,normal
User4,Execute,GChrome.exe,1,123.93,2016:04:13:19:16:02,normal
User2,Read,File2,1,24.69,2016:04:13:19:18:52,normal
User1,Execute,cmd.exe,1,2.8,2016:04:13:19:21:17,normal
User2,Delete,File3,1,1.6,2016:04:13:19:24:56,normal
User2,Write,SharedFile6,1,6.14,2016:04:13:19:25:57,normal
User4,Execute,GChrome.exe,1,84.57,2016:04:13:19:28:26,normal
User3,Execute,GChrome.exe,1,106.36,2016:04:13:19:30:04,normal
User5,Execute,cmd.exe,1,1.09,2016:04:13:19:31:56,normal
User2,Execute,cmd.exe,1,1.63,2016:04:13:19:33:27,normal
User5,Execute,GChrome.exe,1,127.73,2016:04:13:19:37:40,normal
User4,Copy,File2,1,39.13,2016:04:13:19:39:55,normal
User3,Execute,wmp.exe,1,116.67,2016:04:13:19:40:26,normal
User1,Execute,cmd.exe,1,1.84,2016:04:13:19:44:11,normal
User2,Write,File1,1,47.74,2016:04:13:19:45:15,normal
User2,Read,File3,1,3.6,2016:04:13:19:48:53,normal
User3,Write,File1,1,44.12,2016:04:13:19:50:29,normal
User2,Execute,GChrome.exe,1,125.03,2016:04:13:19:56:32,normal
User4,Execute,cmd.exe,1,2.55,2016:04:13:19:57:20,normal
User3,Read,File2,1,31.24,2016:04:13:20:00:48,normal
User2,Cut,File2,1,38.04,2016:04:13:20:02:11,normal
User3,Cut,File2,1,16.1,2016:04:13:20:05:17,normal
User1,Execute,GChrome.exe,1,93.1,2016:04:13:20:08:12,normal
User1,Execute,ps.exe,1,39.58,2016:04:13:20:09:38,normal
User2,Delete,File2,1,23.34,2016:04:13:20:11:53,normal
User1,Execute,cmd.exe,1,2.69,2016:04:13:20:12:36,normal
User5,Execute,notepad.exe,1,9.94,2016:04:13:20:14:01,normal
User4,Execute,wmp.exe,1,116.59,2016:04:13:20:17:11,normal
User5,Read,File2,1,17.22,2016:04:13:20:18:01,normal
User2,Write,SharedFile5,1,14.79,2016:04:13:20:20:11,normal
User2,Write,File3,1,2.61,2016:04:13:20:22:14,normal
User1,Read,SharedFile4,1,10.32,2016:04:13:20:23:40,normal
User5,Execute,wmp.exe,1,118.15,2016:04:13:20:24:26,normal
User3,Copy,File3,1,2.12,2016:04:13:20:25:55,normal
User2,Execute,ps.exe,1,49.53,2016:04:13:20:27:19,normal
User2,Execute,cmd.exe,1,2.69,2016:04:13:20:31:57,normal
User3,Execute,cmd.exe,1,2.85,2016:04:13:20:33:48,normal
User4,Execute,wmp.exe,1,112.76,2016:04:13:20:34:45,normal
User1,Execute,notepad.exe,1,11.83,2016:04:13:20:37:40,normal
User5,Execute,GChrome.exe,1,117.57,2016:04:13:20:38:00,normal
User1,Read,File1,1,28.95,2016:04:13:20:39:22,normal
User4,Cut,File2,1,37.97,2016:04:13:20:46:18,normal
User1,Close,SharedFile4,1,9.12,2016:04:13:20:47:51,normal
User3,Execute,notepad.exe,1,12.87,2016:04:13:20:48:51,normal
User1,Execute,wmp.exe,1,110.13,2016:04:13:20:51:10,normal
User1,Delete,File1,1,38.55,2016:04:13:20:54:13,normal
User4,Copy,File3,1,1.2,2016:04:13:20:57:45,normal
User1,Open,SharedFile4,1,16.51,2016:04:13:20:58:00,normal
User2,Read,SharedFile5,1,13.51,2016:04:13:21:01:38,normal
User2,Write,SharedFile5,1,15.1,2016:04:13:21:02:37,normal
User4,Delete,File2,1,35.19,2016:04:13:21:04:10,normal
User2,Read,SharedFile6,1,6.21,2016:04:13:21:06:31,normal
User5,Execute,notepad.exe,1,11.18,2016:04:13:21:08:30,normal
User1,Execute,notepad.exe,1,10.56,2016:04:13:21:10:59,normal
User1,Cut,File2,1,15.94,2016:04:13:21:14:23,normal
User4,Execute,wmp.exe,1,116.07,2016:04:13:21:17:07,normal
User1,Execute,wmp.exe,1,115.88,2016:04:13:21:18:10,normal
User3,Execute,GChrome.exe,1,120.2,2016:04:13:21:21:54,normal
User3,Read,File2,1,24.5,2016:04:13:21:22:47,normal
User5,Delete,File2,1,35.9,2016:04:13:21:25:01,normal
User1,Execute,ps.exe,1,48.71,2016:04:13:21:26:09,normal
User3,Execute,wmp.exe,1,114.28,2016:04:13:21:28:03,normal
User3,Delete,File1,1,44.65,2016:04:13:21:31:42,normal
User5,Execute,ps.exe,1,91.47,2016:04:13:21:32:13,normal
User3,Execute,ps.exe,1,86.52,2016:04:13:21:33:11,normal
User2,Execute,notepad.exe,1,12.62,2016:04:13:21:34:54,normal
User2,Execute,cmd.exe,1,2.87,2016:04:13:21:39:46,normal
User2,Read,File2,1,27.08,2016:04:13:21:40:57,normal
User5,Execute,wmp.exe,1,112.78,2016:04:13:21:43:00,normal
User1,Execute,wmp.exe,1,111.39,2016:04:13:21:48:13,normal
User2,Read,File2,1,31.72,2016:04:13:21:49:34,normal
User1,Read,File2,1,31.8,2016:04:13:21:50:32,normal
User2,Read,SharedFile5,1,15.42,2016:04:13:21:51:02,normal
User2,Close,SharedFile6,1,3.36,2016:04:13:21:55:21,normal
User3,Read,File3,1,1.75,2016:04:13:21:57:45,normal
User4,Execute,GChrome.exe,1,120.1,2016:04:13:21:58:20,normal
User4,Cut,File3,1,2.56,2016:04:13:21:59:37,normal
User2,Execute,GChrome.exe,1,94.09,2016:04:13:22:00:15,normal
User1,Execute,notepad.exe,1,9.28,2016:04:13:22:03:52,normal
User1,Execute,cmd.exe,1,2.98,2016:04:13:22:06:02,normal
User3,Execute,wmp.exe,1,114.37,2016:04:13:22:07:58,normal
User1,Execute,GChrome.exe,1,128.66,2016:04:13:22:09:58,normal
User5,Open,SharedFile6,1,2.91,2016:04:13:22:10:01,normal
User1,Execute,ps.exe,1,123.51,2016:04:13:22:11:48,normal
User1,Cut,File3,1,2.41,2016:04:13:22:13:52,normal
User1,Execute,GChrome.exe,1,130.68,2016:04:13:22:14:43,normal
User5,Execute,ps.exe,1,39.33,2016:04:13:22:15:14,normal
User1,Execute,wmp.exe,1,118.57,2016:04:13:22:16:56,normal
User1,Copy,SharedFile4,1,7.63,2016:04:13:22:19:13,normal
User2,Delete,File2,1,28.43,2016:04:13:22:21:00,normal
User2,Execute,wmp.exe,1,116.52,2016:04:13:22:22:13,normal
User5,Execute,notepad.exe,1,11.47,2016:04:13:22:26:00,normal
User4,Execute,ps.exe,1,63.67,2016:04:13:22:29:37,normal
User5,Copy,File3,1,1.4,2016:04:13:22:30:33,normal
User1,Execute,notepad.exe,1,12.16,2016:04:13:22:32:07,normal
User5,Execute,GChrome.exe,1,117.86,2016:04:13:22:35:42,normal
User4,Execute,cmd.exe,1,1.81,2016:04:13:22:36:42,normal
User4,Execute,GChrome.exe,1,99.56,2016:04:13:22:37:08,normal
User2,Execute,GChrome.exe,1,130.51,2016:04:13:22:40:13,normal
User5,Execute,notepad.exe,1,12.26,2016:04:13:22:41:02,normal
User2,Execute,GChrome.exe,1,125.89,2016:04:13:22:44:37,normal
User1,Write,File3,1,3.13,2016:04:13:22:47:21,normal
User3,Execute,notepad.exe,1,9.3,2016:04:13:22:53:39,normal
User2,Copy,File2,1,27.59,2016:04:13:22:54:11,normal
User4,Execute,notepad.exe,1,11.49,2016:04:13:22:56:06,normal
User3,Execute,notepad.exe,1,10.86,2016:04:13:23:00:12,normal
User2,Execute,notepad.exe,1,9.78,2016:04:13:23:01:35,normal
User1,Execute,wmp.exe,1,114.99,2016:04:13:23:03:55,normal
User5,Copy,File1,1,33.55,2016:04:13:23:06:07,normal
User3,Delete,File3,1,2.18,2016:04:13:23:11:06,normal
User1,Read,File2,1,26.61,2016:04:13:23:13:49,normal
User1,Execute,cmd.exe,1,1.06,2016:04:13:23:14:12,normal
User1,Execute,GChrome.exe,1,87.99,2016:04:13:23:17:04,normal
User3,Execute,ps.exe,1,116.04,2016:04:13:23:20:41,normal
User2,Copy,SharedFile5,1,11.79,2016:04:13:23:23:04,normal
User3,Read,File3,1,3.92,2016:04:13:23:26:58,normal
User2,Delete,File2,1,37.36,2016:04:13:23:27:24,normal
User1,Execute,GChrome.exe,1,110.58,2016:04:13:23:30:02,normal
User1,Read,SharedFile4,1,5.21,2016:04:13:23:31:02,normal
User3,Execute,wmp.exe,1,120.4,2016:04:13:23:35:53,normal
User4,Execute,ps.exe,1,80.43,2016:04:13:23:38:52,normal
User2,Execute,cmd.exe,1,2.23,2016:04:13:23:39:02,normal
User1,Execute,wmp.exe,1,116.6,2016:04:13:23:41:12,normal
User4,Execute,GChrome.exe,1,84.79,2016:04:13:23:42:42,normal
User4,Execute,ps.exe,1,114.77,2016:04:13:23:46:17,normal
User4,Execute,wmp.exe,1,115.46,2016:04:13:23:47:19,normal
User4,Copy,File2,1,18.3,2016:04:13:23:52:56,normal
User2,Execute,wmp.exe,1,113.57,2016:04:13:23:53:33,normal
User4,Execute,GChrome.exe,1,116.79,2016:04:13:23:55:29,normal
User5,Execute,cmd.exe,1,2.66,2016:04:13:23:56:03,normal
User3,Delete,File3,1,2.34,2016:04:14:00:00:38,normal
User4,Execute,cmd.exe,1,1.14,2016:04:14:00:04:40,normal
User5,Execute,wmp.exe,1,111.27,2016:04:14:00:05:31,normal
User2,Execute,cmd.exe,1,1.38,2016:04:14:00:07:10,normal
User3,Execute,notepad.exe,1,10.24,2016:04:14:00:10:17,normal
User1,Cut,File2,1,15.95,2016:04:14:00:11:50,normal
User5,Execute,cmd.exe,1,2.7,2016:04:14:00:12:27,normal
User2,Execute,GChrome.exe,1,107.68,2016:04:14:00:13:39,normal
User2,Execute,ps.exe,1,74.73,2016:04:14:00:14:22,normal
User3,Write,File1,1,43.6,2016:04:14:00:17:57,normal
User3,Execute,wmp.exe,1,112.5,2016:04:14:00:18:24,normal
User4,Execute,wmp.exe,1,111.79,2016:04:14:00:19:14,normal
User3,Read,File3,1,1.26,2016:04:14:00:20:18,normal
User3,Execute,wmp.exe,1,120.86,2016:04:14:00:21:12,normal
User4,Execute,cmd.exe,1,1.26,2016:04:14:00:25:55,normal
User5,Execute,wmp.exe,1,112.26,2016:04:14:00:26:26,normal
User1,Execute,wmp.exe,1,113.03,2016:04:14:00:27:07,normal
User5,Execute,ps.exe,1,95.45,2016:04:14:00:28:57,normal
User2,Execute,wmp.exe,1,118.51,2016:04:14:00:32:38,normal
User3,Write,File1,1,32.95,2016:04:14:00:33:39,normal
User3,Execute,GChrome.exe,1,95.84,2016:04:14:00:34:28,normal
User2,Execute,notepad.exe,1,10.36,2016:04:14:00:35:23,normal
User5,Execute,ps.exe,1,54.98,2016:04:14:00:37:34,normal
User4,Execute,wmp.exe,1,119.5,2016:04:14:00:40:56,normal
User3,Copy,File3,1,2.66,2016:04:14:00:41:47,normal
User3,Execute,ps.exe,1,86.06,2016:04:14:00:42:54,normal
User1,Execute,wmp.exe,1,118.38,2016:04:14:00:45:23,normal
User5,Execute,ps.exe,1,68.98,2016:04:14:00:49:11,normal
User1,Execute,wmp.exe,1,120.46,2016:04:14:00:51:02,normal
User2,Execute,notepad.exe,1,10.06,2016:04:14:00:54:32,normal
User4,Delete,File1,1,45.64,2016:04:14:00:59:39,normal
User5,Execute,GChrome.exe,1,102.92,2016:04:14:01:01:32,normal
User4,Execute,ps.exe,1,40.36,2016:04:14:01:04:06,normal
User2,Execute,ps.exe,1,97.06,2016:04:14:01:08:36,normal
User1,Execute,GChrome.exe,1,114.26,2016:04:14:01:15:08,normal
User5,Execute,wmp.exe,1,115.89,2016:04:14:01:16:48,normal
User2,Execute,ps.exe,1,48.31,2016:04:14:01:19:41,normal
User1,Execute,wmp.exe,1,118.85,2016:04:14:01:20:58,normal
User2,Execute,cmd.exe,1,1.86,2016:04:14:01:22:19,normal
User3,Cut,File1,1,31.51,2016:04:14:01:26:39,normal
User4,Cut,File2,1,33.48,2016:04:14:01:29:53,normal
User4,Cut,File2,1,18.19,2016:04:14:01:32:22,normal
User3,Execute,GChrome.exe,1,94.43,2016:04:14:01:34:07,normal
User4,Write,File2,1,19.72,2016:04:14:01:35:27,normal
User2,Execute,wmp.exe,1,119.35,2016:04:14:01:37:40,normal
User4,Execute,wmp.exe,1,120.75,2016:04:14:01:39:59,normal
User1,Execute,wmp.exe,1,114.4,2016:04:14:01:41:51,normal
User1,Execute,notepad.exe,1,9.84,2016:04:14:01:42:30,normal
User2,Copy,File3,1,2.99,2016:04:14:01:44:57,normal
User2,Execute,cmd.exe,1,2.27,2016:04:14:01:46:29,normal
User2,Copy,File1,1,40.01,2016:04:14:01:49:04,normal
User3,Execute,GChrome.exe,1,102.2,2016:04:14:01:50:48,normal
User1,Cut,File3,1,1.47,2016:04:14:01:52:43,normal
User2,Read,File3,1,1.33,2016:04:14:01:54:34,normal
User5,Execute,notepad.exe,1,12.65,2016:04:14:01:56:31,normal
User2,Execute,GChrome.exe,1,117.63,2016:04:14:01:59:34,normal
User5,Read,File1,1,30.14,2016:04:14:02:02:18,normal
User5,Write,File1,1,29.77,2016:04:14:02:07:07,normal
User2,Read,File2,1,36.36,2016:04:14:02:13:25,normal
User1,Execute,wmp.exe,1,115.51,2016:04:14:02:15:17,normal
User1,Execute,wmp.exe,1,118.93,2016:04:14:02:17:35,normal
User1,Delete,File2,1,38.45,2016:04:14:02:20:29,normal
User2,Execute,notepad.exe,1,10.85,2016:04:14:02:21:08,normal
User1,Write,File1,1,42.7,2016:04:14:02:24:24,normal
User2,Execute,cmd.exe,1,2.9,2016:04:14:02:25:08,normal
User5,Execute,GChrome.exe,1,108.83,2016:04:14:02:28:41,normal
User4,Execute,GChrome.exe,1,92.3,2016:04:14:02:30:16,normal
User3,Write,File3,1,1.08,2016:04:14:02:33:52,normal
User5,Copy,File2,1,31.2,2016:04:14:02:35:29,normal
User5,Execute,ps.exe,1,93.1,2016:04:14:02:37:52,normal
User5,Execute,cmd.exe,1,1.92,2016:04:14:02:38:13,normal
User2,Copy,SharedFile5,1,12.13,2016:04:14:02:39:31,normal
User1,Copy,File1,1,45.62,2016:04:14:02:40:51,normal
User2,Close,SharedFile5,1,13.87,2016:04:14:02:41:05,normal
User2,Read,File2,1,36.82,2016:04:14:02:43:37,normal
User5,Open,SharedFile5,1,3.49,2016:04:14:02:45:58,normal
User2,Execute,ps.exe,1,84.84,2016:04:14:02:48:40,normal
User5,Read,File1,1,40.71,2016:04:14:02:55:45,normal
User5,Copy,File1,1,48.91,2016:04:14:02:56:10,normal
User1,Execute,cmd.exe,1,1.02,2016:04:14:02:57:44,normal
User5,Copy,SharedFile5,1,13.6,2016:04:14:02:58:03,normal
User3,Cut,File3,1,2.9,2016:04:14:02:59:24,normal
User2,Execute,cmd.exe,1,1.65,2016:04:14:03:00:31,normal
User1,Delete,File2,1,32.88,2016:04:14:03:01:12,normal
User5,Execute,wmp.exe,1,120.2,2016:04:14:03:04:43,normal
User1,Write,File2,1,37.28,2016:04:14:03:08:42,normal
User3,Execute,cmd.exe,1,2.51,2016:04:14:03:09:48,normal
User4,Execute,cmd.exe,1,2.22,2016:04:14:03:11:21,normal
User4,Execute,wmp.exe,1,117.41,2016:04:14:03:14:09,normal
User5,Copy,File3,1,2.33,2016:04:14:03:17:38,normal
User5,Cut,File2,1,18.13,2016:04:14:03:18:38,normal
User4,Execute,cmd.exe,1,2.56,2016:04:14:03:19:27,normal
User4,Execute,notepad.exe,1,10.9,2016:04:14:03:20:55,normal
User1,Delete,File3,1,2.99,2016:04:14:03:23:16,normal
User5,Write,SharedFile6,1,7.27,2016:04:14:03:26:23,normal
User5,Read,SharedFile6,1,10.96,2016:04:14:03:27:12,normal
User3,Execute,notepad.exe,1,10.12,2016:04:14:03:30:48,normal
User1,Execute,wmp.exe,1,118,2016:04:14:03:37:58,normal
User2,Delete,File3,1,1.13,2016:04:14:03:40:00,normal
User5,Copy,SharedFile6,1,7.56,2016:04:14:03:43:49,normal
User3,Execute,notepad.exe,1,10.49,2016:04:14:03:44:27,normal
User1,Write,SharedFile4,1,5.35,2016:04:14:03:45:40,normal
User3,Execute,wmp.exe,1,115.16,2016:04:14:03:48:21,normal
User4,Execute,notepad.exe,1,12.21,2016:04:14:03:50:03,normal
User3,Execute,ps.exe,1,42.97,2016:04:14:03:52:43,normal
User3,Copy,File3,1,1.39,2016:04:14:03:56:28,normal
User3,Write,File1,1,50.88,2016:04:14:04:00:59,normal
User3,Execute,ps.exe,1,95.4,2016:04:14:04:02:22,normal
User2,Execute,notepad.exe,1,10.69,2016:04:14:04:06:01,normal
User5,Close,SharedFile6,1,8.97,2016:04:14:04:07:17,normal
User2,Execute,wmp.exe,1,115.82,2016:04:14:04:09:23,normal
User3,Copy,File3,1,2.11,2016:04:14:04:10:37,normal
User5,Read,SharedFile5,1,13.96,2016:04:14:04:13:04,normal
User4,Delete,File2,1,26.55,2016:04:14:04:16:46,normal
User1,Delete,File3,1,2.17,2016:04:14:04:17:21,normal
User2,Execute,ps.exe,1,112.35,2016:04:14:04:20:22,normal
User4,Open,SharedFile6,1,2.16,2016:04:14:04:21:53,normal
User4,Execute,ps.exe,1,109.4,2016:04:14:04:22:47,normal
User2,Execute,cmd.exe,1,1.65,2016:04:14:04:23:28,normal
User2,Write,File1,1,36.02,2016:04:14:04:24:30,normal
User5,Execute,wmp.exe,1,111.45,2016:04:14:04:27:19,normal
User1,Delete,File1,1,44.13,2016:04:14:04:33:42,normal
User2,Write,File2,1,23.04,2016:04:14:04:36:34,normal
User3,Execute,ps.exe,1,36.84,2016:04:14:04:38:44,normal
User5,Execute,GChrome.exe,1,130.64,2016:04:14:04:39:00,normal
User4,Write,File2,1,33.83,2016:04:14:04:42:30,normal
User4,Execute,cmd.exe,1,2.48,2016:04:14:04:43:32,normal
User5,Execute,GChrome.exe,1,98.77,2016:04:14:04:44:15,normal
User4,Execute,wmp.exe,1,119.78,2016:04:14:04:47:09,normal
User1,Execute,wmp.exe,1,119.38,2016:04:14:04:54:28,normal
User2,Write,File3,1,1.08,2016:04:14:04:55:46,normal
User5,Cut,File3,1,3.93,2016:04:14:05:00:11,normal
User4,Delete,File1,1,45.93,2016:04:14:05:01:11,normal
User3,Execute,notepad.exe,1,11.47,2016:04:14:05:02:23,normal
User2,Execute,notepad.exe,1,9.59,2016:04:14:05:03:23,normal
User3,Write,File2,1,33.37,2016:04:14:05:04:19,normal
User4,Execute,wmp.exe,1,115.4,2016:04:14:05:05:30,normal
User2,Write,File2,1,39.26,2016:04:14:05:06:08,normal
User4,Copy,SharedFile6,1,10.96,2016:04:14:05:12:18,normal
User1,Execute,wmp.exe,1,120.97,2016:04:14:05:13:33,normal
User1,Execute,ps.exe,1,90.12,2016:04:14:05:14:26,normal
User4,Copy,SharedFile6,1,9.86,2016:04:14:05:16:36,normal
User2,Execute,ps.exe,1,122.18,2016:04:14:05:18:37,normal
User4,Read,SharedFile6,1,8.16,2016:04:14:05:20:11,normal
User1,Copy,File3,1,3.19,2016:04:14:05:23:41,normal
User4,Execute,ps.exe,1,82.83,2016:04:14:05:24:53,normal
User1,Copy,File2,1,24.69,2016:04:14:05:26:00,normal
User1,Execute,wmp.exe,1,117.74,2016:04:14:05:28:42,normal
User4,Execute,wmp.exe,1,118.89,2016:04:14:05:29:21,normal
User1,Copy,File2,1,38.6,2016:04:14:05:31:21,normal
User4,Copy,File3,1,2.67,2016:04:14:05:32:10,normal
User3,Execute,ps.exe,1,39.14,2016:04:14:05:33:34,normal
User5,Copy,File3,1,1.79,2016:04:14:05:34:23,normal
User2,Execute,GChrome.exe,1,128.65,2016:04:14:05:39:12,normal
User5,Execute,GChrome.exe,1,94.87,2016:04:14:05:42:04,normal
User1,Read,SharedFile4,1,10.78,2016:04:14:05:45:27,normal
User5,Execute,ps.exe,1,37.99,2016:04:14:05:46:03,normal
User3,Execute,notepad.exe,1,10.04,2016:04:14:05:47:58,normal
User1,Execute,ps.exe,1,62.41,2016:04:14:05:49:19,normal
User5,Write,File3,1,1.11,2016:04:14:05:52:42,normal
User1,Copy,SharedFile4,1,6.18,2016:04:14:05:53:11,normal
User2,Execute,ps.exe,1,119.85,2016:04:14:05:55:38,normal
User3,Delete,File2,1,39.78,2016:04:14:05:58:41,normal
User3,Execute,ps.exe,1,77.86,2016:04:14:06:01:05,normal
User3,Execute,notepad.exe,1,12.03,2016:04:14:06:03:39,normal
User5,Execute,notepad.exe,1,9.05,2016:04:14:06:05:40,normal
User2,Execute,GChrome.exe,1,128.62,2016:04:14:06:06:26,normal
User2,Write,File3,1,1.56,2016:04:14:06:07:36,normal
User2,Execute,wmp.exe,1,117.91,2016:04:14:06:08:54,normal
User2,Read,File1,1,42.1,2016:04:14:06:10:33,normal
User2,Execute,cmd.exe,1,1.26,2016:04:14:06:12:40,normal
User5,Execute,notepad.exe,1,9.48,2016:04:14:06:13:45,normal
User1,Write,File2,1,34.24,2016:04:14:06:14:04,normal
User4,Read,File3,1,1.96,2016:04:14:06:17:35,normal
User4,Close,SharedFile6,1,17.77,2016:04:14:06:18:56,normal
User2,Cut,File3,1,3.79,2016:04:14:06:20:47,normal
User2,Delete,File2,1,35.62,2016:04:14:06:21:41,normal
User4,Execute,wmp.exe,1,116.65,2016:04:14:06:22:45,normal
User5,Execute,cmd.exe,1,1.56,2016:04:14:06:23:19,normal
User5,Execute,GChrome.exe,1,100.05,2016:04:14:06:25:28,normal
User3,Read,File2,1,17.01,2016:04:14:06:34:44,normal
User2,Write,File1,1,28.13,2016:04:14:06:35:13,normal
User2,Read,File3,1,2.53,2016:04:14:06:36:40,normal
User3,Execute,notepad.exe,1,11.51,2016:04:14:06:40:50,normal
User1,Execute,notepad.exe,1,11.71,2016:04:14:06:43:33,normal
User2,Write,File3,1,1.02,2016:04:14:06:46:04,normal
User1,Execute,cmd.exe,1,1.71,2016:04:14:06:48:52,normal
User2,Write,File2,1,17.25,2016:04:14:06:49:00,normal
User2,Execute,notepad.exe,1,9.05,2016:04:14:06:52:13,normal
User4,Execute,wmp.exe,1,110.79,2016:04:14:06:54:36,normal
User3,Execute,GChrome.exe,1,88.17,2016:04:14:06:55:01,normal
User4,Execute,notepad.exe,1,9.83,2016:04:14:06:58:19,normal
User3,Copy,File1,1,41.46,2016:04:14:06:59:47,normal
User3,Execute,ps.exe,1,51.37,2016:04:14:07:02:17,normal
User5,Read,File2,1,32.02,2016:04:14:07:05:26,normal
User3,Execute,ps.exe,1,114.34,2016:04:14:07:06:12,normal
User4,Delete,File3,1,1.74,2016:04:14:07:09:17,normal
User1,Execute,GChrome.exe,1,98.25,2016:04:14:07:12:23,normal
User2,Execute,wmp.exe,1,111.99,2016:04:14:07:13:38,normal
User2,Cut,File3,1,3.62,2016:04:14:07:14:06,normal
User5,Open,SharedFile6,1,14.9,2016:04:14:07:19:31,normal
User4,Execute,notepad.exe,1,11.24,2016:04:14:07:21:54,normal
User1,Delete,File2,1,21.75,2016:04:14:07:26:34,normal
User5,Write,File3,1,3.84,2016:04:14:07:32:06,normal
User4,Cut,File2,1,19.9,2016:04:14:07:35:20,normal
User1,Execute,ps.exe,1,74.47,2016:04:14:07:37:55,normal
User3,Execute,cmd.exe,1,1.06,2016:04:14:07:38:38,normal
User5,Execute,GChrome.exe,1,106.43,2016:04:14:07:39:55,normal
User5,Execute,ps.exe,1,71.06,2016:04:14:07:41:31,normal
User3,Read,File3,1,3.34,2016:04:14:07:42:59,normal
User2,Execute,cmd.exe,1,2.29,2016:04:14:07:43:07,normal
User5,Execute,wmp.exe,1,118.67,2016:04:14:07:46:19,normal
User4,Execute,cmd.exe,1,1.1,2016:04:14:07:53:11,normal
User1,Read,SharedFile4,1,5.58,2016:04:14:07:56:26,normal
User3,Write,File1,1,41.53,2016:04:14:07:59:10,normal
User5,Execute,GChrome.exe,1,113.56,2016:04:14:08:02:19,normal
User5,Execute,GChrome.exe,1,123.61,2016:04:14:08:03:51,normal
User5,Execute,GChrome.exe,1,101.72,2016:04:14:08:04:37,normal
User1,Execute,cmd.exe,1,1.01,2016:04:14:08:07:56,normal
User4,Copy,File2,1,18.51,2016:04:14:08:13:52,normal
User3,Execute,ps.exe,1,75.17,2016:04:14:08:14:54,normal
User5,Execute,ps.exe,1,55.95,2016:04:14:08:15:03,normal
User5,Cut,File2,1,36.18,2016:04:14:08:16:08,normal
User3,Read,File1,1,35.97,2016:04:14:08:17:13,normal
User3,Execute,ps.exe,1,101.06,2016:04:14:08:21:29,normal
User2,Write,File3,1,3.28,2016:04:14:08:28:39,normal
User1,Execute,ps.exe,1,68.86,2016:04:14:08:29:13,normal
User5,Execute,cmd.exe,1,2.26,2016:04:14:08:30:11,normal
User1,Copy,File3,1,2.54,2016:04:14:08:33:32,normal
User1,Execute,ps.exe,1,102.87,2016:04:14:08:35:06,normal
